customer.id,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,Status
11312,1,debt_consolidation,0.0832,141.68,10.59663473,13.02,752,6300.0,12183.0,45.1,0.0,0,0,0,Approved
11313,1,all_other,0.0832,174.74,11.31447453,4.36,752,3420.0,26040.0,49.1,3.0,0,0,0,Approved
11314,1,all_other,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801.0,63.7,0.0,0,0,1,Review
11315,1,debt_consolidation,0.1128,167.65,11.05879518,14.68,687,4770.0,17550.0,38.6,2.0,0,0,1,Review
11316,1,debt_consolidation,0.1159,158.5,10.81977828,20.45,707,5820.0,11781.0,58.9,2.0,0,0,0,Approved
11317,1,credit_card,0.0832,135.39,10.93310697,17.04,752,7499.958333,68895.0,41.9,2.0,0,0,0,Approved
11318,1,all_other,0.0737,31.05,11.25631561,0.74,782,12407.0,2440.0,8.6,0.0,0,0,0,Approved
11319,1,credit_card,0.1254,226.78,11.37779279,20.95,702,6630.0,31518.0,93.2,0.0,0,0,0,Approved
11320,1,all_other,0.1221,566.36,11.28978191,7.93,742,6378.041667,15146.0,27.2,1.0,0,0,0,Approved
11321,1,credit_card,0.08,184.89,12.34583459,3.92,782,4372.0,8247.0,11.1,2.0,0,0,0,Approved
11322,1,all_other,0.1159,138.68,10.30895266,17.08,687,4500.0,10655.0,68.7,1.0,0,0,0,Review
11323,1,credit_card,0.138,236.86,10.81977828,20.3,672,3690.0,9344.0,79.2,1.0,0,0,0,Review
11324,1,all_other,0.1033,64.85,9.998797732,9,697,1860.0,8935.0,27.8,1.0,0,0,0,Review
11325,1,all_other,0.0863,110.7,9.952277717,1.71,742,2345.0,1087.0,10.9,1.0,0,0,0,Approved
11326,1,debt_consolidation,0.1096,147.24,11.05089001,6.17,697,8820.0,17558.0,62.3,1.0,0,1,0,Review
11327,1,all_other,0.1001,157.33,10.81977828,9.62,717,3119.958333,11579.0,37,2.0,0,0,0,Approved
11328,1,credit_card,0.1128,94.51,10.51325312,4.83,687,5220.0,5260.0,92.3,0.0,0,1,0,Review
11329,1,credit_card,0.1412,191.73,10.23995979,24.77,682,3239.958333,86.0,1.1,0.0,0,0,0,Review
11330,1,home_improvement,0.0863,237.21,12.32385568,7.44,742,4380.0,15611.0,21,2.0,0,0,0,Approved
11331,1,educational,0.0832,110.2,10.858999,19.41,782,13260.0,2967.0,5,0.0,0,0,0,Approved
11332,1,debt_consolidation,0.1128,156.14,11.3736634,1.32,722,1260.0,10318.0,30.9,1.0,0,0,0,Approved
11333,1,home_improvement,0.0863,159.73,11.28983191,1.84,727,4530.0,2733.0,15.4,1.0,0,0,0,Approved
11334,1,all_other,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673.0,58.4,0.0,0,0,1,Approved
11335,1,all_other,0.138,81.8,10.77895629,1.35,662,1890.0,3171.0,77.3,0.0,0,0,0,Review
11336,1,credit_card,0.1159,80.9,11.35040654,13.19,682,7499.958333,44198.0,51.9,0.0,0,0,0,Review
11337,1,credit_card,0.1349,254.48,11.89067673,9.58,662,7710.0,15030.0,52.2,1.0,0,0,1,Review
11338,1,debt_consolidation,0.1128,200.52,10.4341158,10.06,692,1769.958333,5129.0,35.4,1.0,0,0,0,Review
11339,1,credit_card,0.1286,184.95,10.42376834,17.31,672,1950.0,12596.0,46.3,0.0,0,0,0,Review
11340,1,credit_card,0.1159,247.65,11.66650455,11.89,687,2910.0,25588.0,58,1.0,0,0,0,Review
11341,1,all_other,0.0768,65.5,10.92952915,3.59,757,7529.958333,14538.0,32,1.0,0,0,0,Approved
11342,1,all_other,0.1128,32.88,10.46310334,15.69,697,4320.958333,199.0,2.3,1.0,0,0,1,Review
11343,1,credit_card,0.1286,92.48,10.96819829,13.57,667,2519.958333,3109.0,42.6,2.0,0,0,0,Review
11344,1,all_other,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227.0,41,3.0,1,0,1,Review
11345,1,debt_consolidation,0.08,156.69,10.96812932,10.78,757,3179.958333,4496.0,9.7,3.0,0,0,0,Approved
11346,1,all_other,0.0768,124.76,10.6214249,10.74,792,4589.958333,2775.0,13.7,3.0,0,0,0,Approved
11347,1,all_other,0.1001,242.04,11.27720313,15.21,727,4979.958333,2801.0,6.7,0.0,1,0,0,Approved
11348,1,debt_consolidation,0.1033,129.69,10.34174248,10.03,702,3839.958333,6796.0,32.4,0.0,0,0,0,Approved
11349,1,debt_consolidation,0.1096,245.4,10.51009597,7.16,697,3599.958333,27491.0,56.2,3.0,0,0,0,Review
11350,1,credit_card,0.1412,102.71,10.08580911,9.3,662,1470.0,5062.0,85.8,0.0,0,0,0,Review
11351,1,major_purchase,0.1272,59.57,10.71441777,10.64,667,3179.958333,1030.0,4.6,0.0,3,0,0,Review
11352,1,credit_card,0.1051,136.54,10.95080655,10.59,707,7350.0,5014.0,18.1,0.0,2,0,0,Approved
11353,1,credit_card,0.1146,98.88,9.942708266,3.58,707,3879.041667,2731.0,97.5,0.0,0,0,0,Approved
11354,1,debt_consolidation,0.1209,156.31,10.59663473,21.93,712,4650.958333,3266.0,49.5,0.0,0,0,0,Approved
11355,1,educational,0.1083,146.97,10.54534144,13.54,712,3930.958333,1818.0,29.8,2.0,0,0,0,Approved
11356,1,all_other,0.1178,99.33,10.27090459,0.66,717,1142.0,843.0,30.1,0.0,0,0,0,Approved
11357,1,debt_consolidation,0.1051,243.81,10.6454249,16.23,727,3573.958333,26784.0,63.6,1.0,0,0,0,Approved
11358,1,debt_consolidation,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194.0,54.8,1.0,0,0,1,Approved
11359,1,all_other,0.1241,172.07,11.56171563,20.29,747,5585.0,8855.0,31.2,7.0,0,0,0,Approved
11360,1,debt_consolidation,0.1051,243.81,11.98292909,9.55,722,4685.958333,39979.0,49.5,0.0,0,0,0,Approved
11361,1,all_other,0.1588,245.69,11.46163217,24.19,667,5375.958333,590.0,84.3,0.0,0,0,0,Review
11362,1,all_other,0.0907,238.75,11.00209984,4.86,752,7626.958333,8575.0,25,1.0,0,0,0,Approved
11363,1,home_improvement,0.102,242.71,11.27663335,11.99,732,4686.958333,42703.0,40.4,3.0,0,0,1,Approved
11364,1,all_other,0.0907,210.1,10.37361617,1.84,742,2680.0,4889.0,10.7,1.0,0,0,1,Approved
11365,1,credit_card,0.1083,244.94,11.40756495,20.91,747,5641.0,120338.0,47.5,0.0,0,0,0,Approved
11366,1,all_other,0.0907,191.0,11.08214255,5,752,4384.0,86.0,0.5,1.0,0,0,0,Approved
11367,1,home_improvement,0.0832,47.23,10.858999,12.39,722,3800.0,26571.0,33.7,0.0,0,0,0,Approved
11368,1,major_purchase,0.102,97.09,10.91508846,0.33,802,3216.958333,37.0,0.2,0.0,0,0,0,Approved
11369,1,debt_consolidation,0.1272,251.7,11.31447453,11.12,677,6008.0,12336.0,46,0.0,1,0,0,Review
11370,1,credit_card,0.1114,156.65,10.83958091,6.4,697,4709.958333,10537.0,41,2.0,0,0,0,Review
11371,1,all_other,0.1336,338.68,10.71441777,1.73,687,3509.958333,3153.0,30.3,1.0,0,0,0,Review
11372,1,major_purchase,0.0907,229.2,10.96812932,9.35,742,9419.958333,3392.0,9.2,1.0,0,0,0,Approved
11373,1,small_business,0.1146,411.97,11.32418334,14.16,707,6089.958333,41893.0,62.5,0.0,0,0,0,Approved
11374,1,small_business,0.1557,244.62,10.93310697,1.18,672,1409.958333,255.0,15,2.0,0,0,0,Review
11375,1,debt_consolidation,0.1304,252.85,11.03488966,18.21,682,5777.958333,19099.0,89.2,1.0,0,0,0,Review
11376,1,small_business,0.0938,335.76,10.91508846,6.41,737,2459.958333,1932.0,11.4,2.0,0,0,1,Approved
11377,1,debt_consolidation,0.1178,380.76,10.73116563,15.21,707,5039.958333,10197.0,75.5,0.0,0,0,0,Approved
11378,1,debt_consolidation,0.1304,182.06,11.2515607,22.08,707,5220.0,9282.0,15,1.0,0,1,0,Approved
11379,1,educational,0.08,297.7,10.91508846,3.53,787,14159.95833,7171.0,10.7,2.0,0,0,1,Approved
11380,1,small_business,0.0938,383.73,11.81303006,9.91,767,13620.0,1579.0,7.2,0.0,0,0,0,Approved
11381,1,all_other,0.1493,865.78,11.98292909,10.73,682,1799.958333,33256.0,73.9,0.0,0,0,0,Review
11382,1,debt_consolidation,0.1209,299.32,10.87804719,4.3,692,1679.958333,9735.0,72.1,1.0,0,0,0,Review
11383,1,credit_card,0.0938,359.74,10.71441777,12.96,757,3599.958333,12341.0,30.8,0.0,0,0,0,Approved
11384,1,credit_card,0.1146,197.75,10.34817337,13.73,692,2069.958333,14154.0,85.8,0.0,0,0,1,Review
11385,1,debt_consolidation,0.0768,124.77,10.23995979,5.57,777,6095.041667,4988.0,14.6,0.0,0,0,0,Approved
11386,1,credit_card,0.1462,861.99,11.98292909,9.04,682,5369.958333,9925.0,45.1,1.0,2,0,1,Review
11387,1,credit_card,0.0938,172.68,11.49685706,19.36,732,6000.0,36976.0,53.1,2.0,0,0,0,Approved
11388,1,home_improvement,0.1178,248.32,10.30895266,17.72,692,6270.0,6349.0,44.7,1.0,1,0,0,Review
11389,1,credit_card,0.1209,598.64,11.1124479,19.22,702,5220.0,22897.0,64.5,1.0,0,1,1,Approved
11390,1,all_other,0.1272,536.11,11.73606902,10.62,692,5970.0,35114.0,52.6,0.0,0,0,0,Review
11391,1,debt_consolidation,0.1367,236.43,11.75038998,11.16,662,6839.958333,31081.0,28.3,1.0,1,0,0,Review
11392,1,credit_card,0.1178,178.8,10.6454249,10.57,682,3780.0,6770.0,21.2,3.0,0,0,0,Review
11393,1,all_other,0.0907,159.17,11.35040654,5.46,737,3090.0,6528.0,14.3,1.0,0,0,0,Approved
11394,1,small_business,0.0963,32.1,10.30895266,2.64,717,1928.958333,11738.0,30.3,1.0,0,0,0,Approved
11395,1,home_improvement,0.1114,820.13,11.51292546,5.95,732,6119.958333,31752.0,53.1,2.0,0,0,0,Approved
11396,1,all_other,0.1304,384.34,11.47210347,8.98,697,1170.0,6201.0,66.7,1.0,0,0,0,Review
11397,1,credit_card,0.08,256.96,11.21182037,11.46,772,6419.958333,23891.0,19.3,0.0,0,0,0,Approved
11398,1,credit_card,0.1178,264.88,10.858999,9.09,687,3629.958333,15217.0,58.1,0.0,0,0,0,Review
11399,1,small_business,0.1051,260.06,10.71441777,11.41,787,3929.958333,2193.0,6.9,0.0,0,0,0,Approved
11400,1,credit_card,0.1178,165.55,10.75790288,22.49,692,8160.0,0.0,0,3.0,0,1,1,Review
11401,1,debt_consolidation,0.06,216.38,10.23995979,12.09,667,2550.0,14320.0,67.5,1.0,0,0,0,Review
11402,1,all_other,0.0768,31.19,11.1844214,16.9,767,6419.958333,28938.0,23.4,0.0,0,0,0,Approved
11403,1,debt_consolidation,0.1241,517.87,10.54534144,9.06,692,5250.0,17297.0,77.6,1.0,0,1,0,Review
11404,1,credit_card,0.1083,215.55,11.1844214,17.87,712,3899.958333,5595.0,14.9,0.0,0,1,0,Approved
11405,1,debt_consolidation,0.1241,334.11,11.03488966,22.43,682,8669.958333,12792.0,50.6,2.0,2,0,0,Review
11406,1,credit_card,0.1241,233.88,11.51292546,7.88,677,9270.0,6410.0,41.4,0.0,0,0,0,Review
11407,1,home_improvement,0.0768,109.17,10.858999,7.57,762,7831.0,1369.0,5.9,0.0,1,0,0,Approved
11408,1,debt_consolidation,0.1367,816.43,11.46163217,17.68,697,3330.0,34565.0,89.3,1.0,0,0,0,Review
11409,1,all_other,0.102,161.81,11.15619338,8.21,732,3070.0,2535.0,50.7,3.0,0,0,0,Approved
11410,1,debt_consolidation,0.1083,489.88,11.01006801,16.01,732,5850.0,35692.0,40.1,3.0,0,0,0,Approved
11411,1,home_improvement,0.1178,215.22,11.42081018,2.14,732,4410.0,4541.0,96.6,2.0,0,0,1,Approved
11412,1,all_other,0.1241,200.47,10.77895629,17.53,707,6509.958333,1966.0,93.6,1.0,0,0,1,Approved
11413,1,debt_consolidation,0.1304,202.28,10.38887228,24.89,672,1830.0,3139.0,50.6,1.0,1,0,0,Review
11414,1,all_other,0.08,313.37,10.59663473,6.48,777,4923.0,19998.0,18.3,1.0,0,0,0,Approved
11415,1,all_other,0.1083,81.65,11.00209984,12.36,692,5190.0,257.0,5.8,1.0,3,0,0,Review
11416,1,all_other,0.1336,203.21,10.99373159,16.24,662,3539.958333,1995.0,30.7,1.0,0,0,0,Review
11417,1,debt_consolidation,0.1367,489.86,11.69524702,13.01,672,4200.0,14827.0,43.5,3.0,0,0,1,Review
11418,1,all_other,0.102,177.99,10.73630972,6.03,787,4589.958333,1442.0,13.5,0.0,0,0,0,Approved
11419,1,debt_consolidation,0.1178,595.97,11.44035477,17.43,707,3899.958333,29046.0,41.8,0.0,0,0,0,Approved
11420,1,debt_consolidation,0.102,275.07,10.66886237,9.15,727,2909.958333,6725.0,43.7,1.0,0,0,0,Approved
11421,1,small_business,0.1241,501.16,12.76568843,5.86,692,2429.958333,36073.0,72.9,2.0,0,0,1,Review
11422,1,debt_consolidation,0.1051,325.08,11.05089001,22.63,717,6660.0,15655.0,44.3,3.0,0,0,0,Approved
11423,1,debt_consolidation,0.1146,329.57,10.49127422,19.3,702,2069.958333,5680.0,25.2,0.0,0,1,0,Approved
11424,1,all_other,0.1146,197.75,12.3883942,3.64,722,3209.958333,58753.0,94,0.0,0,0,0,Approved
11425,1,small_business,0.1146,329.57,10.89673933,21.69,722,5250.0,21462.0,40.9,1.0,0,0,0,Approved
11426,1,major_purchase,0.1209,330.08,11.44571672,12.92,687,2190.0,26845.0,80.5,0.0,0,0,0,Review
11427,1,small_business,0.1462,517.2,11.58988651,11.56,667,4649.958333,13706.0,45.7,1.0,1,0,1,Review
11428,1,credit_card,0.0938,191.87,10.71441777,10.69,742,2760.0,1774.0,13.3,1.0,0,0,0,Approved
11429,1,small_business,0.1557,698.91,10.79957558,12.39,672,4830.0,13335.0,39.8,1.0,1,0,0,Review
11430,1,debt_consolidation,0.1051,162.54,10.40477786,2.4,767,3848.0,1411.0,35.3,1.0,0,0,0,Approved
11431,1,debt_consolidation,0.1083,391.9,10.57131693,18.22,717,2519.958333,16100.0,39.3,1.0,0,0,0,Approved
11432,1,home_improvement,0.1114,328.06,10.6214249,21.92,722,2640.0,9042.0,16.2,2.0,0,0,0,Approved
11433,1,small_business,0.102,485.42,11.51292546,7.93,747,3599.958333,86429.0,37.8,0.0,0,0,1,Approved
11434,1,all_other,0.1304,505.7,11.98292909,12.61,692,3569.958333,30055.0,72.1,0.0,0,0,0,Review
11435,1,educational,0.1304,134.86,10.40426284,12.8,667,8130.0,6793.0,31.4,3.0,2,0,0,Review
11436,1,debt_consolidation,0.1304,674.27,12.22342128,7.02,692,3720.0,61977.0,59.3,0.0,0,0,0,Review
11437,1,debt_consolidation,0.1146,329.57,11.45100751,7.85,727,6600.0,17465.0,95.4,1.0,0,0,1,Approved
11438,1,debt_consolidation,0.1178,496.64,11.12726298,22.43,717,8013.0,10635.0,46.9,0.0,0,0,0,Approved
11439,1,educational,0.1126,336.03,11.15625052,1.73,742,3038.041667,7044.0,13.7,3.0,0,0,0,Approved
11440,1,small_business,0.1493,346.32,11.00209984,20.58,682,6720.0,56189.0,89.2,0.0,0,0,1,Review
11441,1,debt_consolidation,0.1083,653.17,11.08220409,8.2,742,4171.0,12418.0,66.2,1.0,0,0,1,Approved
11442,1,educational,0.1241,260.61,11.14186178,11.5,682,1920.0,36081.0,87.8,1.0,0,1,0,Review
11443,1,credit_card,0.1442,206.3,11.17147687,15.18,662,6709.041667,38616.0,76.3,1.0,0,0,0,Review
11444,1,debt_consolidation,0.0907,318.33,11.03495418,4.32,782,5369.958333,49421.0,2.7,1.0,0,0,0,Approved
11445,1,debt_consolidation,0.1051,243.81,10.85892207,7.82,722,4379.958333,5911.0,20.9,3.0,0,0,0,Approved
11446,1,debt_consolidation,0.102,161.81,10.59653473,13.08,722,3929.958333,6013.0,51,3.0,0,0,0,Approved
11447,1,debt_consolidation,0.1367,110.56,10.1266311,24.34,672,1223.041667,10098.0,24.7,2.0,0,0,0,Review
11448,1,home_improvement,0.102,58.26,10.6454249,11.09,707,2519.958333,3628.0,26.1,2.0,0,0,0,Approved
11449,1,debt_consolidation,0.1114,492.08,11.22524339,7.81,722,7140.0,14340.0,71.3,0.0,0,0,0,Approved
11450,1,debt_consolidation,0.1367,748.39,11.0744205,13.13,687,3989.958333,25716.0,55.4,0.0,0,0,0,Review
11451,1,debt_consolidation,0.1051,747.67,11.22524339,24.93,772,3840.0,3553.0,5.6,1.0,0,0,0,Approved
11452,1,credit_card,0.1178,529.75,10.6214249,15.31,712,3000.041667,19604.0,43.3,3.0,0,0,0,Approved
11453,1,debt_consolidation,0.1241,400.93,11.40756495,7.4,697,1470.0,10868.0,37.6,2.0,0,0,0,Review
11454,1,debt_consolidation,0.1493,519.47,11.60823564,24.8,662,5580.0,36002.0,71.3,1.0,1,0,0,Review
11455,1,credit_card,0.1051,126.78,11.22524339,20.23,707,4619.958333,4508.0,30.7,0.0,0,0,0,Approved
11456,1,all_other,0.08,125.35,10.97678203,5.07,817,4081.0,345.0,0.6,0.0,0,0,0,Approved
11457,1,debt_consolidation,0.1083,246.57,10.37361617,21.48,717,5990.041667,7779.0,83.6,1.0,0,0,0,Approved
11458,1,credit_card,0.1083,261.27,10.62132735,13.29,712,5190.0,30362.0,46.4,1.0,0,0,0,Approved
11459,1,small_business,0.1493,346.32,11.31447453,8.68,682,5339.958333,9.0,0,0.0,0,0,0,Review
11460,1,major_purchase,0.1148,725.31,11.28978191,3.33,762,3925.958333,6628.0,7.3,1.0,0,0,0,Approved
11461,1,credit_card,0.102,485.42,10.3155972,12.87,752,5789.958333,14857.0,31.3,2.0,1,0,0,Approved
11462,1,all_other,0.0938,207.85,10.1266311,15.98,767,3757.041667,583.0,21.6,3.0,0,0,0,Approved
11463,1,small_business,0.1178,331.1,10.80576049,17.67,722,3599.958333,27496.0,33.4,1.0,0,0,0,Approved
11464,1,debt_consolidation,0.1272,302.04,10.57131693,9.29,712,6179.958333,3910.0,46.3,0.0,0,0,0,Approved
11465,1,major_purchase,0.1051,260.06,10.43399815,11.19,757,2520.0,10.0,0.1,3.0,0,0,1,Approved
11466,1,small_business,0.1051,165.79,11.02190247,5.67,752,1799.958333,40.0,1.7,0.0,0,0,0,Approved
11467,1,small_business,0.1272,268.48,10.97848998,0.51,702,4019.958333,276.0,0.8,2.0,0,0,0,Approved
11468,1,credit_card,0.0907,95.5,11.06929109,3.03,727,6509.958333,4483.0,72.3,0.0,0,0,1,Approved
11469,1,all_other,0.102,103.56,10.37349118,4.95,717,9570.0,995.0,2.2,1.0,2,0,0,Approved
11470,1,debt_consolidation,0.1399,410.08,10.79314679,10.11,662,4830.0,15043.0,76,1.0,0,0,0,Review
11471,1,home_improvement,0.1146,79.1,10.77895629,12.43,682,1950.041667,5027.0,62.8,1.0,0,0,0,Review
11472,1,debt_consolidation,0.1178,331.1,11.09133097,8.8,717,2310.0,27406.0,40.5,2.0,0,0,0,Approved
11473,1,credit_card,0.1241,559.63,10.71441777,24.75,722,6179.958333,28116.0,95.3,1.0,0,0,0,Approved
11474,1,all_other,0.1146,49.44,10.26102213,7.22,702,1650.0,0.0,0,2.0,1,0,0,Approved
11475,1,small_business,0.1525,869.7,11.81303006,15.56,722,11850.0,95356.0,58.1,0.0,0,0,0,Approved
11476,1,debt_consolidation,0.1114,262.45,11.00209984,8.64,702,4350.0,3754.0,50.7,1.0,1,0,0,Approved
11477,1,credit_card,0.1367,217.72,11.6127708,24.03,667,4739.958333,36475.0,92.3,3.0,0,0,0,Review
11478,1,all_other,0.08,344.71,10.69194491,1.94,822,11579.95833,3879.0,7.9,2.0,0,0,0,Approved
11479,1,debt_consolidation,0.1083,440.89,11.26446411,11.52,717,4319.958333,12266.0,41.2,1.0,0,0,1,Approved
11480,1,debt_consolidation,0.1083,620.51,10.91501573,14.34,772,4229.958333,5503.0,55,4.0,0,0,0,Approved
11481,1,small_business,0.1367,326.57,11.2362229,13.97,682,3636.958333,9375.0,93.7,0.0,0,0,0,Review
11482,1,debt_consolidation,0.1272,503.39,10.81977828,24.94,687,3690.0,8214.0,54.4,0.0,0,0,0,Review
11483,1,debt_consolidation,0.1399,307.56,10.55059079,10.71,662,4590.0,3015.0,82.2,0.0,0,0,0,Review
11484,1,home_improvement,0.143,411.89,11.1844214,20.87,662,3269.958333,12089.0,64.6,0.0,0,0,0,Review
11485,1,debt_consolidation,0.1442,515.74,11.22524339,3.22,682,3180.041667,15137.0,43.6,0.0,2,0,0,Review
11486,1,all_other,0.0907,222.83,10.73639668,21.65,747,2970.0,5368.0,16.6,0.0,0,0,0,Approved
11487,1,debt_consolidation,0.143,274.59,10.52406404,23.27,667,3000.0,11531.0,76.9,1.0,0,0,0,Review
11488,1,small_business,0.1426,411.67,11.50287513,3.83,762,6059.958333,10106.0,67.4,3.0,0,0,0,Approved
11489,1,small_business,0.1146,823.93,11.36210258,13.86,757,4530.0,46055.0,20.2,0.0,0,0,1,Approved
11490,1,debt_consolidation,0.1304,269.71,10.74720759,5.7,677,8249.958333,8033.0,73,0.0,0,0,0,Review
11491,1,educational,0.1241,185.43,9.998797732,11.73,677,3539.958333,1212.0,22.9,3.0,0,0,1,Review
11492,1,debt_consolidation,0.08,313.37,11.09741002,20.25,772,8220.0,9632.0,6.8,3.0,0,0,0,Approved
11493,1,all_other,0.1083,308.63,11.15625052,14.33,727,5069.958333,13823.0,79.9,0.0,0,0,0,Approved
11494,1,educational,0.143,34.33,9.61580548,15.04,662,3330.0,6553.0,96,3.0,0,0,0,Review
11495,1,all_other,0.1304,185.43,9.998797732,5.02,697,2159.958333,2614.0,52.3,0.0,0,0,0,Review
11496,1,debt_consolidation,0.1525,556.61,10.97164063,11.48,662,4920.0,16052.0,88.2,3.0,0,0,1,Review
11497,1,debt_consolidation,0.1083,293.93,10.55841352,17.86,737,2670.041667,0.0,0,1.0,0,0,0,Approved
11498,1,debt_consolidation,0.1209,232.81,10.77895629,9.8,712,4290.0,5585.0,6.4,1.0,0,1,0,Approved
11499,1,all_other,0.1272,335.6,10.59923136,22.53,682,4020.0,408.0,2.1,3.0,2,0,0,Review
11500,1,all_other,0.1114,98.42,10.6214249,4.54,702,3840.041667,4693.0,75.2,0.0,0,0,0,Approved
11501,1,debt_consolidation,0.1367,340.18,11.00209984,12.54,697,3570.0,27860.0,89.4,3.0,0,0,0,Review
11502,1,all_other,0.1146,184.56,11.42954386,8.28,692,6030.041667,5559.0,58.5,2.0,0,1,0,Review
11503,1,debt_consolidation,0.1051,195.05,10.30895266,14.36,727,1920.041667,5028.0,40.2,0.0,0,0,0,Approved
11504,1,credit_card,0.1178,49.67,11.98292909,7.68,682,3630.0,5350.0,87.7,3.0,0,0,0,Review
11505,1,credit_card,0.1146,273.55,11.31447453,15.5,727,3364.041667,22164.0,96.8,1.0,0,0,0,Approved
11506,1,all_other,0.1051,174.73,11.43932198,19.8,762,7590.0,14494.0,29.6,6.0,0,0,0,Approved
11507,1,debt_consolidation,0.1083,78.38,10.46310334,17.62,712,2640.041667,15755.0,88.5,0.0,0,0,0,Approved
11508,1,educational,0.1241,267.29,9.903487553,0.6,762,1440.0,2000.0,11.4,0.0,0,0,0,Approved
11509,1,credit_card,0.1272,293.65,11.36917056,20.12,682,2790.0,25965.0,52.5,1.0,0,0,0,Review
11510,1,debt_consolidation,0.1399,854.32,11.69524702,19.76,692,3780.041667,41077.0,60,0.0,1,0,0,Review
11511,1,all_other,0.08,156.69,11.40756495,4.28,762,5010.0,14442.0,28.3,0.0,0,0,0,Approved
11512,1,educational,0.1114,275.57,11.3736634,11.88,702,4110.041667,24216.0,73.8,3.0,0,0,1,Approved
11513,1,all_other,0.1146,329.57,11.51292546,4.43,707,2850.0,13175.0,46.9,2.0,0,0,0,Approved
11514,1,debt_consolidation,0.1399,340.88,11.11274636,4.15,662,3960.0,11574.0,75.6,1.0,0,0,0,Review
11515,1,all_other,0.1241,267.29,10.46310334,6.38,712,1410.0,7740.0,37.6,1.0,0,0,0,Approved
11516,1,all_other,0.08,150.42,11.22524339,17.81,767,8010.0,71386.0,11.6,0.0,0,0,0,Approved
11517,1,credit_card,0.1241,60.14,11.48246626,19.24,677,5460.0,34093.0,93.7,0.0,0,0,0,Review
11518,1,debt_consolidation,0.1114,255.88,10.6214249,20.46,717,2831.0,11437.0,41.6,0.0,0,0,0,Approved
11519,1,home_improvement,0.1399,512.6,11.06663836,5.38,702,3600.0,12945.0,76.6,2.0,0,1,1,Approved
11520,1,debt_consolidation,0.1146,467.99,11.05089001,15.83,727,3660.0,11306.0,44.7,1.0,1,0,0,Approved
11521,1,all_other,0.1367,136.08,9.61580548,14,662,3000.041667,5617.0,87.8,0.0,0,0,1,Review
11522,1,small_business,0.0768,187.14,10.59663473,24.15,782,3030.041667,1478.0,10.4,0.0,0,0,0,Approved
11523,1,credit_card,0.1083,685.83,10.96819829,14.38,737,4050.041667,8886.0,17.8,0.0,1,0,0,Approved
11524,1,debt_consolidation,0.1557,244.62,10.78931908,2.72,672,3010.041667,3273.0,69.6,1.0,0,0,1,Review
11525,1,debt_consolidation,0.0907,318.33,10.81977828,9.62,752,6150.0,18917.0,33.2,0.0,0,0,0,Approved
11526,1,all_other,0.1114,196.84,11.08214255,22.41,697,7350.041667,2611.0,7.8,0.0,6,0,0,Review
11527,1,all_other,0.1083,52.26,10.27931786,5.36,702,3780.041667,7020.0,42,0.0,1,0,0,Approved
11528,1,small_business,0.1114,524.89,11.91839057,2.5,722,7710.041667,23165.0,31.7,0.0,2,0,0,Approved
11529,1,all_other,0.1178,231.77,10.39696354,16.85,717,4530.041667,0.0,0,2.0,0,0,0,Approved
11530,1,all_other,0.1347,508.84,11.47210347,13.44,707,2256.0,8272.0,33.2,3.0,0,0,0,Approved
11531,1,all_other,0.1083,244.94,10.82988702,14.59,707,4050.041667,3800.0,21.7,1.0,0,0,0,Approved
11532,1,credit_card,0.1083,78.38,10.59663473,15.75,697,5160.041667,13620.0,29.9,2.0,0,0,1,Review
11533,1,credit_card,0.1241,167.06,11.38509209,23.88,677,3750.041667,40726.0,83,1.0,0,1,1,Review
11534,1,all_other,0.1367,170.09,10.71441777,16.29,662,2160.0,4373.0,81,0.0,0,2,0,Review
11535,1,credit_card,0.1114,475.68,10.49127422,21.8,712,10368.04167,23772.0,84,0.0,0,0,1,Approved
11536,1,debt_consolidation,0.1272,134.24,10.56746336,3.98,667,1830.0,5490.0,12.2,0.0,0,0,0,Review
11537,1,home_improvement,0.1493,242.42,10.16585182,11.77,662,1170.041667,12597.0,63,1.0,0,0,0,Review
11538,1,credit_card,0.0768,93.57,10.74181674,3.97,762,10260.04167,4361.0,7.3,1.0,0,0,0,Approved
11539,1,debt_consolidation,0.1336,711.22,11.35040654,10.74,687,6630.041667,29381.0,88.2,2.0,0,1,1,Review
11540,1,debt_consolidation,0.1178,662.19,10.858999,15.42,727,3755.041667,25971.0,66.6,0.0,0,0,1,Approved
11541,1,all_other,0.1178,240.05,11.56171563,5.04,707,3630.0,2134.0,12.5,1.0,0,0,0,Approved
11542,1,small_business,0.0938,425.3,11.40756495,8.93,772,5648.041667,126302.0,27.6,1.0,0,0,1,Approved
11543,1,debt_consolidation,0.1399,222.13,10.83981618,13.81,672,3060.041667,29212.0,63.1,0.0,0,0,0,Review
11544,1,debt_consolidation,0.1392,682.74,11.38962725,24.94,692,4975.958333,27160.0,65.7,1.0,0,0,0,Review
11545,1,all_other,0.1904,458.46,11.71993963,5.84,662,6210.0,13363.0,99,1.0,1,0,1,Review
